time (seconds); Text; 
1292091276; "  276,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091280; "  277,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091283; "  278,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091287; "  279,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091290; "  280,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292091294; "  281,  0.99;  0.01;  0.20; WON   0.10"; 
1292091297; "  282,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091301; "  283,  0.99;  0.01;  0.20; WON   0.10"; 
1292091304; "  284,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091308; "  285,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091312; "  286,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091316; "  287,  0.99;  0.01;  0.20; WON   0.10"; 
1292091320; "  288,  0.99;  0.01;  0.20; WON   0.10"; 
1292091323; "  289,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091327; "  290,  0.99;  0.01;  0.20; WON   0.10"; 
1292091330; "  291,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091334; "  292,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091337; "  293,  0.99;  0.01;  0.20; WON   0.10"; 
1292091341; "  294,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091344; "  295,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091348; "  296,  0.99;  0.01;  0.20; WON   0.10"; 
1292091351; "  297,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091355; "  298,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091358; "  299,  0.99;  0.01;  0.20; WON   0.10"; 
1292091362; "  300,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091365; "  301,  0.99;  0.01;  0.20; WON   0.10"; 
1292091369; "  302,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091373; "  303,  0.99;  0.01;  0.20; WON   0.10"; 
1292091376; "  304,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091380; "  305,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091385; "  306,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292091389; "  307,  0.99;  0.01;  0.20; WON   0.10"; 
1292091392; "  308,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091396; "  309,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091399; "  310,  0.99;  0.01;  0.20; WON   0.10"; 
1292091403; "  311,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091406; "  312,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091410; "  313,  0.99;  0.01;  0.20; WON   0.10"; 
1292091413; "  314,  0.99;  0.01;  0.20; WON   0.10"; 
1292091417; "  315,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292091421; "  316,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091424; "  317,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091428; "  318,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091431; "  319,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091435; "  320,  0.99;  0.01;  0.20; WON   0.10"; 
1292091438; "  321,  0.99;  0.01;  0.20; WON   0.10"; 
1292091442; "  322,  0.99;  0.01;  0.20; WON   0.10"; 
1292091445; "  323,  0.99;  0.01;  0.20; WON   0.10"; 
1292091449; "  324,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091452; "  325,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091456; "  326,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091460; "  327,  0.99;  0.01;  0.20; WON   0.10"; 
1292091463; "  328,  0.99;  0.01;  0.20; WON   0.10"; 
1292091467; "  329,  0.99;  0.01;  0.20; WON   0.10"; 
1292091470; "  330,  0.99;  0.01;  0.20; WON   0.10"; 
1292091474; "  331,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091477; "  332,  0.99;  0.01;  0.20; WON   0.10"; 
1292091481; "  333,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091484; "  334,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091488; "  335,  0.99;  0.01;  0.20; WON   0.10"; 
1292091491; "  336,  0.99;  0.01;  0.20; WON   0.10"; 
1292091495; "  337,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091499; "  338,  0.99;  0.01;  0.20; WON   0.10"; 
1292091502; "  339,  0.99;  0.01;  0.20; WON   0.10"; 
1292091506; "  340,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091510; "  341,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091513; "  342,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091517; "  343,  0.99;  0.01;  0.20; WON   0.10"; 
1292091520; "  344,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091524; "  345,  0.99;  0.01;  0.20; WON   0.10"; 
1292091529; "  346,  0.99;  0.01;  0.20; LOST  -0.70"; 
1292091532; "  347,  0.99;  0.01;  0.20; WON   0.10"; 
1292091536; "  348,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091539; "  349,  0.99;  0.01;  0.20; WON   0.10"; 
1292091543; "  350,  0.99;  0.01;  0.20; WON   0.10"; 
1292091546; "  351,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091550; "  352,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091553; "  353,  0.99;  0.01;  0.20; WON   0.10"; 
1292091557; "  354,  0.99;  0.01;  0.20; WON   0.10"; 
1292091561; "  355,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091564; "  356,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091568; "  357,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091571; "  358,  0.99;  0.01;  0.20; WON   0.10"; 
1292091575; "  359,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091578; "  360,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091582; "  361,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091585; "  362,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091592; "  363,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292091595; "  364,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091599; "  365,  0.99;  0.01;  0.20; WON   0.10"; 
1292091602; "  366,  0.99;  0.01;  0.20; WON   0.10"; 
1292091606; "  367,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091609; "  368,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091613; "  369,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091616; "  370,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091620; "  371,  0.99;  0.01;  0.20; WON   0.10"; 
1292091623; "  372,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091627; "  373,  0.99;  0.01;  0.20; WON   0.10"; 
1292091630; "  374,  0.99;  0.01;  0.20; WON   0.10"; 
1292091634; "  375,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091637; "  376,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091641; "  377,  0.99;  0.01;  0.20; WON   0.10"; 
1292091644; "  378,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091649; "  379,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292091653; "  380,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091657; "  381,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091661; "  382,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091664; "  383,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091668; "  384,  0.99;  0.01;  0.20; WON   0.10"; 
1292091671; "  385,  0.99;  0.01;  0.20; WON   0.10"; 
1292091675; "  386,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091678; "  387,  0.99;  0.01;  0.20; WON   0.10"; 
1292091682; "  388,  0.99;  0.01;  0.20; WON   0.10"; 
1292091685; "  389,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091689; "  390,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091695; "  391,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292091698; "  392,  0.99;  0.01;  0.20; WON   0.10"; 
1292091702; "  393,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091705; "  394,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091709; "  395,  0.99;  0.01;  0.20; WON   0.10"; 
1292091713; "  396,  0.99;  0.01;  0.20; LOST   0.00"; 
