1292028043; 4175; " 4175,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292028047; 4176; " 4176,  0.99;  0.01;  0.20; WON   0.10"; 
1292028051; 4177; " 4177,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292028058; 4178; " 4178,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028063; 4179; " 4179,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028463; 4280; " 4280,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292028466; 4281; " 4281,  0.99;  0.01;  0.20; WON   0.10"; 
1292028470; 4282; " 4282,  0.99;  0.01;  0.20; WON   0.10"; 
1292028473; 4283; " 4283,  0.99;  0.01;  0.20; WON   0.10"; 
1292028477; 4284; " 4284,  0.99;  0.01;  0.20; WON   0.10"; 
1292028480; 4285; " 4285,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292028484; 4286; " 4286,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292028487; 4287; " 4287,  0.99;  0.01;  0.20; WON   0.10"; 
1292028495; 4288; " 4288,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028500; 4289; " 4289,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028894; 4390; " 4390,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028898; 4391; " 4391,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028902; 4392; " 4392,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292028906; 4393; " 4393,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292028909; 4394; " 4394,  0.99;  0.01;  0.20; WON   0.10"; 
1292028913; 4395; " 4395,  0.99;  0.01;  0.20; WON   0.10"; 
1292028918; 4396; " 4396,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028921; 4397; " 4397,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292028925; 4398; " 4398,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292028929; 4399; " 4399,  0.99;  0.01;  0.20; LOST  -1.00"; 
