time (seconds); Text; 
1292109819; "  284,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109822; "  285,  0.90;  0.01;  0.05; WON   0.10"; 
1292109826; "  286,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109829; "  287,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109833; "  288,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109837; "  289,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109840; "  290,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109844; "  291,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109848; "  292,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109851; "  293,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109855; "  294,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109859; "  295,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109862; "  296,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109866; "  297,  0.90;  0.01;  0.05; WON   0.10"; 
1292109869; "  298,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109873; "  299,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109877; "  300,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109880; "  301,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109884; "  302,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109888; "  303,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109891; "  304,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109895; "  305,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109899; "  306,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109902; "  307,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109906; "  308,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109909; "  309,  0.90;  0.01;  0.05; WON   0.10"; 
1292109913; "  310,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109917; "  311,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109920; "  312,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109924; "  313,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109927; "  314,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109931; "  315,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109935; "  316,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109938; "  317,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109942; "  318,  0.90;  0.01;  0.05; WON   0.10"; 
1292109946; "  319,  0.90;  0.01;  0.05; WON   0.10"; 
1292109949; "  320,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109953; "  321,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109956; "  322,  0.90;  0.01;  0.05; WON   0.10"; 
1292109960; "  323,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109964; "  324,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109967; "  325,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109971; "  326,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109975; "  327,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109979; "  328,  0.90;  0.01;  0.05; LOST   0.00"; 
1292109984; "  329,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109988; "  330,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109993; "  331,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109997; "  332,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110002; "  333,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292110006; "  334,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110012; "  335,  0.90;  0.01;  0.05; WON   0.10"; 
1292110016; "  336,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110020; "  337,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110023; "  338,  0.90;  0.01;  0.05; WON   0.10"; 
1292110027; "  339,  0.90;  0.01;  0.05; WON   0.10"; 
1292110031; "  340,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110034; "  341,  0.90;  0.01;  0.05; WON   0.10"; 
1292110038; "  342,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110041; "  343,  0.90;  0.01;  0.05; WON   0.10"; 
1292110045; "  344,  0.90;  0.01;  0.05; WON   0.10"; 
1292110049; "  345,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110052; "  346,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110056; "  347,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110060; "  348,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110063; "  349,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110067; "  350,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110070; "  351,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110074; "  352,  0.90;  0.01;  0.05; WON   0.10"; 
1292110078; "  353,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110081; "  354,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110085; "  355,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110089; "  356,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110093; "  357,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110097; "  358,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110100; "  359,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110104; "  360,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110108; "  361,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110111; "  362,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110115; "  363,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110118; "  364,  0.90;  0.01;  0.05; WON   0.10"; 
1292110122; "  365,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292110126; "  366,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110130; "  367,  0.90;  0.01;  0.05; LOST  -0.70"; 
1292110133; "  368,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110137; "  369,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110141; "  370,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110144; "  371,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292110148; "  372,  0.90;  0.01;  0.05; LOST  -0.10"; 
